File,filename,X,Y,Color,Admiration,Adoration,Aesthetic_Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic_Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Sympathy,Tiredness,Triumph
https://mturkrecord.s3.amazonaws.com/targpros/1549.mp3,1549.mp3,238,165,#FE2F13,,,,,0.54,,,,,,,,,,,,,0.192,,,0.113,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1550.mp3,1550.mp3,315,166,#D85E00,,,,,0.325,0.108,,,,,,,,,,,,0.197,,,0.127,,,,,,,0.172,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1551.mp3,1551.mp3,494,280,#687B71,,,,,,,,,,0.157,,,,,,,,0.153,,,,,,,,,,0.105,,,,0.108,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1552.mp3,1552.mp3,454,268,#8D8DA1,,,,,,,,,,0.156,0.108,,,,,,,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1553.mp3,1553.mp3,609,445,#90E12A,,,,,,,,,,0.108,,,,,,,,0.166,,,,,,,,,,0.206,,,,0.148,0.108,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1554.mp3,1554.mp3,438,215,#79876D,,,,,0.122,,,,,0.144,0.102,,,,,,,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1555.mp3,1555.mp3,392,233,#FD7026,,,,,0.204,0.104,,,,,,,,,,,,0.191,,,0.112,,,,,,,0.148,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1556.mp3,1556.mp3,421,183,#FE6B24,,,,,0.228,,,,,0.101,,,,,,,,0.201,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1557.mp3,1557.mp3,299,115,#FE4B16,,,,,0.415,,,,,,0.104,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1558.mp3,1558.mp3,290,114,#FE4A13,,,,,0.446,,,,,,,,,0.119,,,,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1559.mp3,1559.mp3,401,243,#D96121,,,,,0.188,0.139,,,,,,,,,,,,0.167,,,0.128,,,,,,,0.143,0.113,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1560.mp3,1560.mp3,417,255,#77C720,,,,,0.124,0.136,,,,,,,,,,,,0.172,,,0.115,,,,,,,0.19,0.108,,,0.106,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1561.mp3,1561.mp3,413,287,#759174,,,,,0.11,0.174,,,,,,,,,,,,0.138,,,0.155,,,,,,,0.161,0.208,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1562.mp3,1562.mp3,420,259,#74E81A,,,,,0.11,0.111,,,,,,,,,,,,0.158,,,0.104,,,,,,,0.215,,,,0.114,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1563.mp3,1563.mp3,315,167,#CE5900,,,,,0.322,0.13,,,,,,,,,,,,0.167,,,0.129,,,,,,,0.183,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1564.mp3,1564.mp3,444,154,#CF6E30,,,,,0.244,,,,,0.123,0.132,,,,,,,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1565.mp3,1565.mp3,477,190,#AC5679,,,,,0.165,,,,,0.141,0.119,,,,,,0.106,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1566.mp3,1566.mp3,492,188,#6E837D,,,,,0.129,,,,,0.207,0.144,,,,,,,0.216,,,,,,,,,,,,,,0.109,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1567.mp3,1567.mp3,312,126,#FE4E17,,,,,0.378,,,,,,,,,,,,,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1568.mp3,1568.mp3,418,249,#DCAB53,,,,,0.134,0.124,,,,,,,,,,,,0.179,,,0.116,,,,,,,0.138,0.109,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1569.mp3,1569.mp3,488,198,#757C85,,,,,,,,,,0.198,0.134,,,,,,,0.207,,,,,,,,,,,,,,0.129,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1570.mp3,1570.mp3,413,223,#BB3644,,,,,0.18,0.12,,,,,,,,,,,,0.141,,,0.156,,,,,,,0.12,,,,,,,,0.143,,,,,0.11,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1571.mp3,1571.mp3,442,212,#A19A83,,,,,0.133,,,,,0.142,0.109,,,,,,,0.196,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1572.mp3,1572.mp3,516,228,#6580B2,,,,,,,,,,0.203,0.114,,,,,,,0.159,,,,,,,,,,,,,,0.121,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1573.mp3,1573.mp3,586,342,#9460B5,,,,,,,,,,0.146,,,,,,,,0.161,,,,,,,,,,0.144,,,,,0.116,,,,,0.113,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1574.mp3,1574.mp3,658,389,#9DA6B1,,,,0.257,,,,,,0.155,,,,,,,,,,,,,,,,,,0.132,,,,,0.251,,,,,,,,,0.127,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1575.mp3,1575.mp3,378,120,#C97736,,,,,0.223,,,,,0.125,0.147,,,,,,,0.272,,,,,,,,,,,,,,,,,,,,0.119,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1576.mp3,1576.mp3,349,128,#FE5E1A,,,,,0.343,,,,,,0.121,,,,,,,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1577.mp3,1577.mp3,524,85,#8B7B96,,,,,,,,,,0.212,0.174,,,,,,,0.259,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1578.mp3,1578.mp3,385,121,#B5824A,,,,,0.18,,,,,0.145,0.146,,,,,,,0.261,,,,,,,,,,,,,,,,,,,,0.117,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1579.mp3,1579.mp3,356,185,#FE5624,,,,,0.285,0.116,,,,,,,,,,,,0.186,,,0.124,,,,,,,,0.103,,,,,,,,,0.102,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1580.mp3,1580.mp3,581,237,#3C72D8,,,,,,,,,,0.16,0.101,,,,,,,0.14,,,,,,,,,,,0.106,,,,,,,,,0.149,,,0.128,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1581.mp3,1581.mp3,576,350,#639057,,,,,,,,,,,,,,,,,,0.149,,,,,,,,,,0.186,,,,,0.117,,,,,0.152,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1582.mp3,1582.mp3,503,102,#A69C82,,,,,0.14,,,,,0.15,0.132,,,,,,,0.221,,,,,,,,,,,,,,,,,,,,0.124,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1583.mp3,1583.mp3,583,242,#58699B,,,,,,,,,,0.209,,,,,,,,,,,,,,,,,,,0.121,,,,,,,,,0.119,,,,,,,0.125,
https://mturkrecord.s3.amazonaws.com/targpros/1584.mp3,1584.mp3,328,170,#FE411E,,,,,0.346,0.121,,,,,,,,,,,,0.173,,,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1585.mp3,1585.mp3,497,98,#B1A274,,,,,0.149,,,,,0.142,0.136,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,0.126,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1586.mp3,1586.mp3,622,597,#99B2AA,,,,0.309,,,,,,0.104,,,,,,,,,,,,,,,,,,0.154,,,,,0.309,,,,,,,,,0.126,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1587.mp3,1587.mp3,519,89,#997599,,,,,,,,,,0.182,0.16,,,,,,,0.238,,,,,,,,,,,,,,,,,,,,0.167,,,,0.127,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1588.mp3,1588.mp3,557,157,#406CA3,,,,,,,,,,0.188,0.144,,,,,,,0.159,,,,0.111,,,,,,,,,,,,,,,,0.129,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1589.mp3,1589.mp3,507,91,#9B8288,,,,,0.122,,,,,0.176,0.142,,,,,,,0.254,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1590.mp3,1590.mp3,504,87,#A19B7F,,,,,0.163,,,,,0.173,0.148,,,,,,,0.259,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1591.mp3,1591.mp3,561,361,#AD4FDA,,,,0.109,,,,,,0.125,,,,,,,,0.12,,,,,,,,,,0.131,,,,,0.134,,,,,0.115,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1592.mp3,1592.mp3,569,303,#976BA6,,,,,,,,,,0.142,,,,,,,,0.167,,,,,,,,,,0.103,,,,,,,,,,0.128,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1593.mp3,1593.mp3,369,125,#D86B27,,,,,0.259,,,,,0.103,0.144,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,0.123,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1594.mp3,1594.mp3,487,110,#77996F,,,,,0.115,,,,,0.127,0.118,,,,,,,0.199,,,,,,,,,,,,,,,,,,,,0.154,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1595.mp3,1595.mp3,370,187,#FD5F2D,,,,,0.229,,,,,,,,,,,,,0.171,,,0.106,,,,,,,0.125,,,,,,,,,,0.123,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1596.mp3,1596.mp3,443,318,#8AA160,,,,,0.133,,,,,0.108,0.115,,,,,,,0.192,,,,,,,,,,,,,,,,,,,,0.138,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1597.mp3,1597.mp3,347,232,#FD4F2F,,,,,0.238,,,,,,,,,,,,,0.148,,,0.155,,,,,,,,,,,,,,,0.108,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1598.mp3,1598.mp3,559,360,#AA57F2,,,,0.101,,,,,,0.125,,,,,,,,0.113,,,,,,,,,,0.118,,,,,0.113,,,,,0.107,,,0.1,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1599.mp3,1599.mp3,544,121,#616BBA,,,,,,,,,,0.223,0.143,,,,,,,0.181,,,,,,,,,,,,,,,,,,,,0.126,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1600.mp3,1600.mp3,473,322,#945AF2,,,,,,,,,,0.143,,,,,,,,0.117,,,,,,,,,,,,,,,,,,,,0.107,,,0.148,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1601.mp3,1601.mp3,623,596,#69E873,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,0.179,,,,,0.315,,,,,,,,,0.108,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1602.mp3,1602.mp3,323,475,#A2728A,,,,,,0.135,,,,,,0.129,,,,,,0.116,,,0.111,0.149,,,,,,,0.12,,,,,,,,,0.142,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1603.mp3,1603.mp3,492,106,#AC9F7C,,,,,0.126,,,,,0.143,0.128,,,,,,,0.227,,,,,,,,,,,,,,,,,,,,0.139,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1604.mp3,1604.mp3,572,301,#8966B1,,,,,,,,,,0.167,0.114,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,0.146,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1605.mp3,1605.mp3,504,109,#9B9787,,,,,0.12,,,,,0.158,0.136,,,,,,,0.216,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1606.mp3,1606.mp3,242,541,#956DEF,,,,,,0.112,,,,,,,,,,,,0.112,,,0.154,,,,,,,,0.135,,,,,,,0.135,,0.104,,,0.166,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1607.mp3,1607.mp3,572,124,#424BCB,,,,,,,,,,0.278,0.143,,,,,,,0.163,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1608.mp3,1608.mp3,249,572,#556BA8,,,,,,0.11,,,,0.117,,,,,,,,,,,0.131,,,,,,,,0.146,,,,,,,0.127,,0.117,,,0.182,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1609.mp3,1609.mp3,576,291,#765DC3,,,,,,,,,,0.211,0.115,,,,,,,0.176,,,,,,,,,,,,,,,,,,,,0.118,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1610.mp3,1610.mp3,600,546,#99B3A9,,,,0.247,,,,,,0.113,,,,,,,,,,,,,,,,,,0.142,,,,,0.246,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1611.mp3,1611.mp3,379,127,#C97036,,,,,0.221,,,,,0.126,0.128,,,,,,,0.242,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1612.mp3,1612.mp3,384,118,#BA8045,,,,,0.195,,,,,0.148,0.153,,,,,,,0.283,,,,,,,,,,,,,,,,,,,,0.119,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1613.mp3,1613.mp3,442,304,#A49890,,,,,,0.112,,,,0.135,0.102,,,,,,,0.177,,,0.11,,,,,,,,0.126,,,,,,,,,0.123,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1614.mp3,1614.mp3,510,97,#94828B,,,,,0.118,,,,,0.189,0.147,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,0.129,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1615.mp3,1615.mp3,508,112,#897999,,,,,,,,,,0.181,0.124,,,,,,,0.211,,,,,,,,,,,,,,,,,,,,0.123,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1616.mp3,1616.mp3,573,165,#466F9B,,,,,,,,,,0.223,0.121,0.101,,,,,,0.103,,,,0.133,,,,,,,,,,,,,,,,0.127,,,0.106,,,,0.103,
https://mturkrecord.s3.amazonaws.com/targpros/1617.mp3,1617.mp3,438,361,#907DD0,,,,,,0.115,,,,,,,,,,,,,,,0.119,,,,,,,0.127,0.137,,,,0.11,,,,,,,,0.143,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1618.mp3,1618.mp3,383,119,#BB7C44,,,,,0.201,,,,,0.145,0.148,,,,,,,0.274,,,,,,,,,,,,,,,,,,,,0.122,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1619.mp3,1619.mp3,559,98,#6B64BF,,,,,,,,,,0.277,0.15,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,0.119,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1620.mp3,1620.mp3,508,103,#9D9A80,,,,,0.143,,,,,0.171,0.137,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,0.118,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1621.mp3,1621.mp3,524,85,#81799D,,,,,0.104,,,,,0.234,0.169,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1622.mp3,1622.mp3,610,535,#54ED63,,,,0.211,,,,,,,,,,,,,,,,,,,,,,,,0.224,,,,,0.259,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1623.mp3,1623.mp3,541,98,#746FAE,,,,,,,,,,0.239,0.154,,,,,,,0.216,,,,,,,,,,,,,,,,,,,,0.138,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1624.mp3,1624.mp3,567,424,#A8CDAA,,,,0.142,,,,,,,,,,,,,,,,,,,,,,,,0.121,0.124,,,,0.15,,,,,,,,0.13,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1625.mp3,1625.mp3,515,87,#907A96,,,,,0.113,,,,,0.206,0.154,,,,,,,0.257,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1626.mp3,1626.mp3,296,485,#A36A8C,,,,,,0.23,,0.168,,0.124,,0.218,,,,,,0.1,,,0.123,0.256,,,,,,,0.2,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1627.mp3,1627.mp3,440,213,#939196,,,,,0.144,,,,,0.149,0.118,,,,,,,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1628.mp3,1628.mp3,452,253,#878673,,,,,0.109,0.103,,,,0.156,0.125,,,,,,,0.207,,,,,,,,,,0.113,,,,0.121,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1629.mp3,1629.mp3,422,261,#72C720,,,,,,0.13,,,,,,,,,,,,0.159,,,,,,,,,,0.183,0.122,,,0.116,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1630.mp3,1630.mp3,419,181,#FE5E22,,,,,0.259,,,,,,,,,,,,,0.195,,,,,,,,,,0.122,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1631.mp3,1631.mp3,412,168,#FE511C,,,,,0.31,,,,,,,,,,,,,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1632.mp3,1632.mp3,423,257,#95E122,,,,,,0.1,,,,,,,,,,,,0.161,,,,,,,,,,0.18,,,,0.119,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1633.mp3,1633.mp3,426,277,#BE9175,,,,,,0.146,,,,,,,,,,,,0.146,,,0.126,,,,,,,0.145,0.176,,,0.102,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1634.mp3,1634.mp3,450,263,#96919D,,,,,,,,,,0.138,0.107,,,,,,,0.168,,,,,,,,,,0.124,0.101,,,0.116,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1635.mp3,1635.mp3,599,458,#50EB2A,,,,0.121,,0.102,,,,,,,,,,,,0.121,,,,,,,,,,0.296,,,,0.148,0.146,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1636.mp3,1636.mp3,424,274,#6FB152,,,,,,0.147,,,,,,,,,,,,0.138,,,0.107,,,,,,,0.182,0.169,,,0.125,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1637.mp3,1637.mp3,435,272,#AF989B,,,,,,0.121,,,,0.11,,,,,,,,0.147,,,0.108,,,,,,,0.133,0.138,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1638.mp3,1638.mp3,599,455,#55E92C,,,,0.135,,,,,,,,,,,,,,0.127,,,,,,,,,,0.27,,,,0.139,0.146,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1639.mp3,1639.mp3,466,198,#948765,,,,,0.13,,,,,0.142,0.12,,,,,,,0.206,,,,,,,,,,,,,,0.119,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1640.mp3,1640.mp3,590,444,#5DE241,,,,0.106,,,,,,,,,,,,,,0.119,,,,,,,,,,0.224,,,,0.111,0.128,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1641.mp3,1641.mp3,447,204,#BD7942,,,,,0.165,,,,,0.114,0.107,,,,,,,0.193,,,,,,,,,,0.121,,,,0.109,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1642.mp3,1642.mp3,523,359,#8080D8,,,,,,,,,,0.156,,,,,,,,0.136,,,,,,,,,,0.126,,,,0.114,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1643.mp3,1643.mp3,516,212,#597790,,,,,,,,,,0.214,0.134,,,,,,,0.175,,,,,,,,,,,,,,0.117,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1644.mp3,1644.mp3,288,487,#7F8189,,,,,,0.272,,0.236,,,,0.119,,,,,,,,,0.137,0.222,,,,,,,0.218,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1645.mp3,1645.mp3,629,562,#66E86C,,,,0.271,,,,,,0.104,,,,,,,,,,,,,,,,,,0.191,,,,0.127,0.258,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1646.mp3,1646.mp3,426,178,#FE7021,,,,,0.233,,,,,,,,,,,,,0.219,,,,,,,,,,0.116,,,,0.104,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1647.mp3,1647.mp3,455,201,#FD8030,,,,,0.184,,,,,0.109,,,,,,,,0.197,,,,,,,,,,0.125,,,,0.117,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1648.mp3,1648.mp3,623,390,#6E91AF,,,,0.137,,,,,,0.176,,,,,,,,0.151,,,,,,,,,,0.12,,,,0.133,0.124,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1649.mp3,1649.mp3,242,174,#FE3315,,,,,0.473,,,,,,,,,,,,,0.185,,,0.123,,,,,,,,,,,,,,,0.119,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1650.mp3,1650.mp3,179,649.3,#694ACD,,,,,,0.123,,,,,,,,,,,,,,,0.217,,,,,,,,0.198,,,,,,,0.33,,,,,0.555,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1651.mp3,1651.mp3,194,600,#7457F3,,,,,,0.113,,,,,,,,,,,,,,,0.188,,,,,,,0.101,0.164,,,,,,,0.225,,,,,0.36,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1652.mp3,1652.mp3,457,201,#BFAE61,,,,0.102,0.158,,,,,0.117,,,,,,,,0.199,,,,,,,,,,0.126,,,,0.123,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1653.mp3,1653.mp3,386,230,#FE5521,,,,,0.263,,,,,,,,,,,,,0.183,,,0.108,,,,,,,0.15,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1654.mp3,1654.mp3,451,183,#C0783F,,,,,0.19,,,,,0.128,0.117,,,,,,,0.237,,,,,,,,,,0.106,,,,0.108,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1655.mp3,1655.mp3,432,225,#FD7E36,,,,,0.17,,,,,,,,,,,,,0.173,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1656.mp3,1656.mp3,590,443,#68DF48,,,,,,,,,,,,,,,,,,0.121,,,0.108,,,,,,,0.214,,,,0.116,0.125,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1657.mp3,1657.mp3,452,189,#C86C37,,,,,0.196,,,,,0.114,0.112,,,,,,,0.202,,,,,,,,,,,,,,0.106,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1658.mp3,1658.mp3,420,181,#FE6122,,,,,0.248,,,,,,,,,,,,,0.197,,,,,,,,,,0.124,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1659.mp3,1659.mp3,451,204,#BBA575,,,,,0.152,,,,,0.115,,,,,,,,0.199,,,,,,,,,,0.12,,,,0.117,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1660.mp3,1660.mp3,485,199,#7B7F7F,,,,,0.113,,,,,0.193,0.119,,,,,,,0.215,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1661.mp3,1661.mp3,426,170,#D96226,,,,,0.256,,,,,0.107,0.116,,,,,,,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1662.mp3,1662.mp3,617,408,#8ADB48,,,,0.149,,,,,,0.122,,,,,,,,0.139,,,,,,,,,,0.156,,,,0.133,0.158,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1663.mp3,1663.mp3,490,92,#AF8A77,,,,,0.149,,,,,0.148,0.145,,,,,,,0.281,,,,,,,,,,,,,,,,,,,,0.12,,,,0.111,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1664.mp3,1664.mp3,388,175,#F56738,,,,,0.192,,,,,,,,,,,,,0.223,,,,,,,,,,0.118,,,,,,,,,,0.109,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1665.mp3,1665.mp3,340,146,#FE551C,,,,,0.357,,,,,,0.101,,,,,,,0.233,,,,,,,,,,,,,,,,,,,,0.115,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1666.mp3,1666.mp3,294,128,#FE5315,,,,,0.439,,,,,,0.114,,,,,,,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1667.mp3,1667.mp3,292,128,#FE4B14,,,,,0.446,,,,,,0.103,,,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1668.mp3,1668.mp3,420,346,#A49400,,,,,0.178,,,,,,,,,,,,,0.152,,,,,,,,,,0.161,,,,,0.106,,,,,0.121,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1669.mp3,1669.mp3,429,360,#5EA67E,,,,,0.112,0.101,,,,,,,,,,,,,,,0.142,,,,,,,0.144,0.102,,,,0.106,,,0.122,,,,,0.131,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1670.mp3,1670.mp3,377,119,#CD7732,,,,,0.234,,,,,0.123,0.148,,,,,,,0.287,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1671.mp3,1671.mp3,365,132,#FE7421,,,,,0.258,,,,,,0.109,,,,,,,0.252,,,,,,,,,,0.109,,,,,,,,,,0.124,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1672.mp3,1672.mp3,295,129,#FE5116,,,,,0.427,,,,,,0.112,,,,,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1673.mp3,1673.mp3,476,114,#DC7960,,,,,0.143,,,,,0.127,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,0.113,,,,0.108,,,,
https://mturkrecord.s3.amazonaws.com/targpros/1674.mp3,1674.mp3,342,151,#FE5B1C,,,,,0.326,,,,,,,,,,,,,0.232,,,,,,,,,,0.107,,,,,,,,,,0.105,,,,,,,,
